label,text
smishing,You have exited the specified 1 mile radius on three separate occasions today. A penalty notice has been issued to your address held on the electoral roll. More info & appeals can be filed at gov.uk/cvpenalty Stay at home. Protect the NHS. Save lives.
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,"I wake up long ago already... Dunno, what other thing?"
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,You've always been the brainy one.
ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
smishing,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,I had askd u a question some hours before. Waiting for ur reply
ham,Your daily text from me – a favour this time
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,No da..today also i forgot..
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,Am on my way
ham,Ugh just got outta class
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
smishing,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
ham,Whatsup there. Dont u want to sleep
ham,Well good morning mr . Hows london treatin' ya treacle?
spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
smishing,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 8927307655 to claim"
ham,U should have made an appointment
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,I asked you to call him now ok
ham,Yes:)sura in sun tv.:)lol.
ham,Any way where are you and what doing.
ham,I am going to sleep. I am tired of travel.
smishing,"Urgent Message for CIBC Account Holder, Kindly  Login to our secure server to check your information�http://2cibc.mobileupdate.gram pianostudio.com/cibcfullz/Internet Support"
ham,A guy who gets used but is too dumb to realize it.
ham,"What will we do in the shower, baby?"
ham,Did u got that persons story..let mw know..
ham,When did dad get back.
ham,I am sorry it hurt you.
ham,"Ya ok, then had dinner?"
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? Leave this for now...I've cried enough today."
smishing,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Ok then i come n pick u at engin?
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,Good morning princess! Happy New Year!
ham,Yeah do! Dont stand to close tho- you ll catch something!
ham,"That's good, because I need drugs"
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
ham,";-( oh well, c u later"
smishing,"(Help-Center Canada) You received a Transfer from The Government due to the CoronaVirus pandemic, Click:http://23.254.215.52 to fill out your Application."
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,Hey anyway i have to :-)
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.
smishing,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
ham,Just wait till end of march when el nino gets himself. Oh.
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Shall i come to get pickle
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?!
ham,picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy
ham,Bring home some Wendy =D
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
smishing,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Whom you waited for yesterday
ham,WHITE FUDGE OREOS ARE IN STORES
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
smishing,"""For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk"""
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,"Say this slowly.? GOD,I LOVE YOU and I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people, u c miracle tomorrow.."
smishing,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Well its not like you actually called someone a punto. That woulda been worse.
ham,If you have belive me. Come to my home.
ham,I had it already..sabarish asked me to go..
ham,Lol ... I knew that .... I saw him in the dollar store
ham,Talk to g and x about that
ham,Wif my family booking tour package.
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)"
ham,I will once i get home
ham,Have a nice day my dear.
smishing,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
smishing,Last chance 2 claim ur £250 worth of discount vouchers-Text YES to 85022 now!SavaMob-member offers mobile T Cs 08717898036. £3.00 Sub. 16 .
ham,Try to do something dear. You read something for exams
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Okey dokey swashbuckling stuff what oh.
ham,"who is the murderer, coz the man was murdered on  26th January.. As public holiday �"
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Yup i thk so until e shop closes lor.
smishing,"In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5"
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,Take us out shopping and Mark will distract Isaiah.=D
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?
ham,o turns out i had stereo love on mi phone under the unknown album.
ham,I HAVE A DATE ON SUNDAY WITH somebody I know!!
ham,Go fool dont cheat others ok
ham,"Height of Confidence: All the Aeronautics professors were askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ That is confidence.."
spam,"Refer to Pg 2 of todays Hindustan Times UNIVERSAL GROUP launches shops in MARKET SQUARE at Golf Course Extn Road, Gurgaon Vishal Batra Investments 9810193057"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,I'm in chennai velachery:)
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,She.s find. I sent you an offline message to know how anjola's now.
smishing,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
ham,"Geeeee ... Your internet is really bad today, eh ?"
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
smishing,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7908807538 immediately to verify"
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
smishing,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
ham,The bus leaves at  &lt;#&gt;
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
smishing,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
smishing,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,I fetch yun or u fetch?
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Thanx a lot...
ham,But you were together so you should be thinkin about him
ham,How will I creep on you now? ;_;
ham,I'm okay. Chasing the dream. What's good. What are you doing next.
ham,Po de :-):):-):-):-). No need job aha.
ham,Im on gloucesterroad what are uup to later?
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,Audrie lousy autocorrect
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
smishing,"Prem Jewellrs Vijaynagar Lucky draw scheme , monthly Rs 300 for 12 month, every month lucky member will be given Rs3600 gold or silver article.Call-9008097492"
ham,"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD"
smishing,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,Ok then i will come to ur home after half an hour..is that fine?
ham,Package all your programs well
ham,Lara said she can loan me  &lt;#&gt; .
ham,Hows the champ just leaving glasgow!
ham,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
ham,Pls help me tell Ashley that i cant find her number oh
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,When can ü come out?
ham,K da:)how many page you want?
smishing,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? call 08000930705 NOW
ham,And several to you sir.
ham,Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!
ham,Oi when you gonna ring
ham,Ok.ok ok..then..whats ur todays plan..can we be together?
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,Chk in ur belovd ms dict
ham,Sos! Any amount i can get pls.
ham,Yup
ham,"Haha figures, well I found the piece and priscilla's bowl"
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Prepare to be pounded every night...
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,I just cooked a rather nice salmon a la you
ham,Anything lar...
smishing,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 .  Help08718728876"
ham,I wait 4 ü inside da car park...
ham,So no messages. Had food?
ham,I've would like to thank you for this brother. I promise I wont take your help for granted and will fulfil my promise.
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,"I'm back, lemme know when you're ready"
ham,Those ducking chinchillas
ham,2mro i am not coming to gym machan. Goodnight.
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,5 nights...We nt staying at port step liao...Too ex
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,I will be outside office take all from there
ham,I have gone into get info bt dont know what to do
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,"Cool, text me when you're ready"
smishing,U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham,Carry on not disturbing both of you
ham,Alright i have a new goal now
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,Is avatar supposed to have subtoitles
ham,Lol well don't do it without me. We could have a big sale together.
ham,"St andre, virgil's cream"
ham,"life alle mone,eppolum oru pole allalo"
ham,"Sorry, I can help you on this."
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,U call me alter at 11 ok.
ham,The evo. I just had to download flash. Jealous?
spam,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,Ya:)going for restaurant..
ham,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,You do got a shitload of diamonds though
ham,Oops i thk i dun haf enuff... I go check then tell ü..
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
smishing,You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,My drive can only be read. I need to write
smishing,You have 1 new message. Call 0207-083-6089
ham,If india win or level series means this is record:)
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,All will come alive.better correct any good looking figure there itself..
ham,LOL what happens in Vegas stays in vegas
ham,Then ur physics get a-?
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,"Yo, you at jp and hungry like a mofo?"
ham,No he didn't. Spring is coming early yay!
smishing,"Please call our customer service representative on 8927307655 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.4,00,000. FL1PKART TEAM"
ham,Dai  &lt;#&gt;  naal eruku.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
ham,"Like  &lt;#&gt; , same question"
ham,She doesnt need any test.
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
ham,How long does applebees take
ham,Hope you are not scared!
smishing,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
spam,"Plot for Sale in Haridwar At The Bank of Ganga (Ready Possession & Registry) Rs-5000/-P.m Installment Call Y.N.BUILDTECH 9311085505,  OR SMS YND 53030"
ham,Y de asking like this.
smishing,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8536074310 Now!"
ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
ham,it's really getting me down just hanging around.
ham,Dude got a haircut. Now its breezy up there
spam,For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk
ham,What's up? Do you want me to come online? If you are free we can talk sometime�
ham,Shuhui has bought ron's present it's a swatch watch...
ham,how tall are you princess?
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
ham,Am on a train back from northampton so i'm afraid not!
ham,Still work going on:)it is very small house.
ham,Ok... Then r we meeting later?
ham,Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...
ham,"Ok da, i already planned. I wil pick you."
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,Not from this campus. Are you in the library?
ham,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
spam,ringtoneking 84484
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
ham,Hope you are having a great day.
ham,What time should I tell my friend to be around?
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,Haiyoh... Maybe your hamster was jealous of million
ham,Ok..lets find out�
ham,Good morning princess! Have a great day!
ham,Am in film ill call you later.
ham,"Call me da, i am waiting for your call."
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,It is a good thing I'm now getting the connection to bw
ham,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
smishing,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
ham,Thank you. do you generally date the brothas?
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
smishing,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
ham,WHO ARE YOU SEEING?
ham,We're on the opposite side from where we dropped you off
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs"
smishing,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
smishing,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"House-Maid is the murderer, because the man was murdered on  26th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Xy trying smth now. U eat already? We havent...
ham,Do u noe how 2 send files between 2 computers?
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
smishing,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Will do. Have a good day
ham,Arun can u transfr me d amt
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,K.then any other special?
ham,Haha... Hope ü can hear the receipt sound... Gd luck!
spam,Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,:-( that's not v romantic!
ham,Where u been hiding stranger?
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,"I think we're going to finn's now, come"
ham,Easy ah?Then U wll get selected... its good..
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,happened here while you were adventuring
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,I dont thnk its a wrong calling between us
ham,Ok lor. Msg me b4 u call.
ham,I.ll post her out l8r. In class
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."""
smishing,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,32  am I think? Should say on syllabus
ham,Networking job is there.
ham,Gam gone after outstanding innings.
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
ham,Hmmm:)how many players selected?
ham,Just haven't decided where yet eh ?
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Nope thats fine. I might have a nap tho!
ham,Gud ni8 dear..sleep well�
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
smishing,"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help."
ham,I anything lor...
smishing,"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team."
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
smishing,"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7679046492 from land line. Claim 3030. Valid 12hrs only"
smishing,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p"
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077
smishing,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
ham,Arun can u transfr me d amt
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.
ham,Ok i'm coming home now.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,"Sorry, I can't help you on this."
ham,Both :) i shoot big loads so get ready!
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Cheers for the message Zogtorius. Ive been staring at my phone for an age deciding whether to text or not.
ham,So when do you wanna gym?
ham,Once free call me sir.
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
spam,For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com
ham,"It could work, I hope so�I am sure that we'll reach a decision at the next meeting"
ham,How? Izzit still raining?
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
smishing,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £550 prize. To collect Just call 09061743389
ham,"Aight, text me tonight and we'll see what's up"
smishing,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
ham,Love you aathi..love u lot..
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Ma head dey swell oh. Thanks for making my day
ham,I need details about that online job.
