text,label,is_augmented,source,augmentation_type
Gibbs unsold.mike hussey,ham,False,mendeley_ham,original
Tell me pa. How is pain de.,ham,False,mendeley_ham,original
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time,ham,False,mendeley_ham,original
"Yo my trip got postponed, you still stocked up?",ham,False,mendeley_ham,original
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham,False,mendeley_ham,original
We have recalculated your vehicle tax. You are owed �48.84 due to over payment.Click the secure link http:// 103.208.86.96 to claim your refund.,phishing,False,mendeley_original,original
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",phishing,False,mendeley_original,original
"Thank you for your subscription to NewsDaily! Your account is set to renew at $9.99. For assistance, contact support at 08001234567.",phishing,True,gpt_augmented,rewrite
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 7908807538 from land line. Claim 3030. Valid 12hrs only",phishing,False,mendeley_original,original
Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days,phishing,False,mendeley_original,original
"Text ""Congratulations! You've been selected for a complimentary week-long stay at top resorts worldwide. Just send us your name and address to claim. Visit www.traveloffers123.com or call 08001234567.",phishing,True,gpt_augmented,rephrase
Nope thats fine. I might have a nap tho!,ham,False,mendeley_ham,original
I want to be there so i can kiss you and feel you next to me,ham,False,mendeley_ham,original
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,False,mendeley_ham,original
He says hi and to get your ass back to south tampa (preferably at a kegger),ham,False,mendeley_ham,original
U predict wat time U'll finish buying?,ham,False,mendeley_ham,original
I'm gonna be home soon and i don't want to talk to u anymore tonight.. I've cried enough today.,ham,False,mendeley_ham,original
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,False,mendeley_ham,original
"Congratulations! You have been selected for a prize of £500,000 plus a tablet in the exclusive PEPSI UK DRAW. Claim your reward by contacting Mr. James at pepsidrawclaims@outlook.com or call +441632960123 now!",phishing,True,gpt_augmented,rephrase
Your Netflix account will be suspended unless you confirm your payment info immediately! Click here to secure your account: http://bit.ly/netflixsecure,phishing,True,gpt_augmented,rewrite
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,ham,False,mendeley_ham,original
"Yeah that's what I thought, lemme know if anything's goin on later",ham,False,mendeley_ham,original
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,phishing,False,mendeley_original,original
IMPORTANT! Your phone number ending in 1234 has won a £2000 Gift Card from Mark's Electronics! This is your final notice! Call 08712345678 NOW!,phishing,True,gpt_augmented,rephrase
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,phishing,False,mendeley_original,original
URGENT: You have been selected as a winner in today's exclusive draw! Claim your guaranteed £800 prize by calling 09050000460 from a landline. Reference code: J89. Act now to secure your reward!,phishing,True,gpt_augmented,enhance
"Nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at APPLE ONLINE STORE for 1920.00 GBP If not you please urgently call fraud prevention on 03303800233 or Intl +443303800231. Do not reply by SMS http://www.nationwide.co.uk/",phishing,False,mendeley_original,original
Ok�talk to me later�,ham,False,mendeley_ham,original
"Yup, no need. I'll jus wait 4 e rain 2 stop.",ham,False,mendeley_ham,original
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,phishing,False,mendeley_original,original
"Alert: A payment of $590.30 has been processed from your account today. If this wasn’t you, please verify immediately at http://securebanking-login.com",phishing,True,gpt_augmented,rephrase
Happy birthday... Be happy ..keep smiling...,ham,False,mendeley_ham,original
"Your Amazon account is on hold! To restore access, verify your identity immediately by texting 'VERIFY' to 12345. Act fast to avoid permanent suspension!",phishing,True,gpt_augmented,rewrite
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",phishing,False,mendeley_original,original
"Your Mobile Won 500,000.00euro in Blackberry Netherlands Promo. For claims E-mail code: NL101 to claims@bbnetherlands.co.cc",phishing,False,mendeley_original,original
Ok. Fine�,ham,False,mendeley_ham,original
How much would it cost to hire a hitman,ham,False,mendeley_ham,original
Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,phishing,False,mendeley_original,original
Finally the match heading towards draw as your prediction.,ham,False,mendeley_ham,original
"Yeah, that's fine! It's £6 to get in, is that ok?",ham,False,mendeley_ham,original
"Your Bank of America online account has been suspended, log in to restore http://itdo/bankofamerica-session-user",phishing,False,mendeley_original,original
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,phishing,False,mendeley_original,original
Reason is if the team budget is available at last they buy the unsold players for at base rate..,ham,False,mendeley_ham,original
Urgent! We've been trying to reach you about your entry for our exclusive giveaway: 1000 mins plus free smartphone. Call us back at 0800-123-4567 now!,phishing,True,gpt_augmented,rephrase
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,phishing,False,mendeley_original,original
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",phishing,False,mendeley_original,original
Unlock exclusive funding for your startup! Get quick loans with minimal paperwork. Call us at 9876543210 to secure your financial future today!,phishing,True,gpt_augmented,rewrite
I know she called me,ham,False,mendeley_ham,original
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 7908807538,phishing,False,mendeley_original,original
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham,False,mendeley_ham,original
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,phishing,False,mendeley_original,original
"Congratulations! Your Netflix subscription has been upgraded to Premium for free! To claim your exclusive 1-year bonus, verify your account at 123netflix.com.",phishing,True,gpt_augmented,rewrite
"I'm in a meeting, call me later at night",ham,False,mendeley_ham,original
How many licks does it take to get to the center of a tootsie pop?,ham,False,mendeley_ham,original
Your free gift is waiting to be collected. Simply call 08718738034,phishing,False,mendeley_original,original
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,phishing,False,mendeley_original,original
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,phishing,False,mendeley_original,original
Got c... I lazy to type... I forgot U in lect... I saw a pouch but like not v nice...,ham,False,mendeley_ham,original
ALERT! Congratulations! Your phone number has been selected for a £2000 Gift Card from Amazon. Call 08001234567 within the next 12 hours to claim!,phishing,True,gpt_augmented,rephrase
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",ham,False,mendeley_ham,original
"Urgent: Please call our landline at 09066649731 to claim your exclusive 4-star Ibiza holiday or £10,000 cash reward. Limited time offer – act now!",phishing,True,gpt_augmented,enhance
Please CALL 08712402972 immediately as there is an urgent message waiting for you,phishing,False,mendeley_original,original
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898036. £3.00 Sub. 16 .",phishing,False,mendeley_original,original
I have lost 10 kilos as of today!,ham,False,mendeley_ham,original
Now get step 2 outta the way. Congrats again.,ham,False,mendeley_ham,original
And stop being an old man. You get to build snowman snow angels and snowball fights.,ham,False,mendeley_ham,original
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,phishing,False,mendeley_original,original
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",ham,False,mendeley_ham,original
"Congratulations! You've won a $5,000 shopping spree at TrendyStore! Reply NOW to claim your prize before it's gone. Msg & data rates may apply.",phishing,True,gpt_augmented,rewrite
"Congratulations! As a valued subscriber, you've unlocked an exclusive gift! Call us at 08001234567 to claim your surprise before it expires on May 1st!",phishing,True,gpt_augmented,rephrase
ALERT! Your NETFLIX account is on hold due to suspicious activity. Verify your identity within 4hrs to avoid losing access. Click: netflix-secure.com/verify,phishing,True,gpt_augmented,rewrite
Important Notice: Your bank account is temporarily suspended due to unusual activity. Please verify your information by calling 1-800-555-0199 immediately.,phishing,True,gpt_augmented,rephrase
You have received a private photo. Please view it here: http://alto18.co.uk/wave/wave.asp?o=44345. This link expires in 24 hours.,phishing,True,gpt_augmented,enhance
And popping &lt;#&gt; ibuprofens was no help.,ham,False,mendeley_ham,original
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,ham,False,mendeley_ham,original
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458,phishing,False,mendeley_original,original
"Dear customer,Your Apple 1D is due to expire today Prevent this by confiming your Apple ID at ataligaid daal.au",phishing,False,mendeley_original,original
Your Amazon order is on hold due to payment issues! VERIFY your account NOW at link provided or risk losing your items. URGENT!,phishing,True,gpt_augmented,rewrite
Kallis wont bat in 2nd innings.,ham,False,mendeley_ham,original
"Hi, Mobile no.  8623458765 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham,False,mendeley_ham,original
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham,False,mendeley_ham,original
You have an outstanding tax refund of 578.44G8P for the tax year 15/16. Please fill out the following form to process your refund http:///hmrc.taxrebate.co.uk,phishing,False,mendeley_original,original
ALERT! Your Netflix account has been compromised. Verify your account to avoid suspension. Click here: bit.ly/netflix-verify. Act now to keep your movies!,phishing,True,gpt_augmented,rewrite
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham,False,mendeley_ham,original
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham,False,mendeley_ham,original
Lmao!nice 1,ham,False,mendeley_ham,original
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,phishing,False,mendeley_original,original
Ya that one is slow as poo,ham,False,mendeley_ham,original
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,phishing,False,mendeley_original,original
Act now! Send us your full name and address to claim a week of complimentary stay at luxurious resorts worldwide! Visit www.getawaynow.com or call 0800-123-4567.,phishing,True,gpt_augmented,rephrase
Have you laid your airtel line to rest?,ham,False,mendeley_ham,original
"Congratulations! Your Vodafone number ending in 3156 has been randomly selected for a cash award of ₹2,00,000. To claim, please contact us at 7908807538 and reference code 9823. Act quickly; this offer expires soon!",phishing,True,gpt_augmented,enhance
Rate Revsng soon.Xperience Beachside Living.Supertch Holiday Village.Xpandabl Villas at Yamuna XprswaySize 1575/2200 sf@27 lac onwrdsCall: 9999060692,phishing,False,mendeley_original,original
I will come tomorrow my dear,ham,False,mendeley_ham,original
What r u cooking me for dinner?,ham,False,mendeley_ham,original
"Important! Dial 08001234567 on your home phone. You've won a luxurious 5-day Cancun getaway or $25,000 cash! Reply ASAP for details. 18+ T&Cs apply.",phishing,True,gpt_augmented,rephrase
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,phishing,False,mendeley_original,original
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,phishing,False,mendeley_original,original
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",phishing,False,mendeley_original,original
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,phishing,False,mendeley_original,original
Why de. You looking good only:-)..,ham,False,mendeley_ham,original
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham,False,mendeley_ham,original
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",phishing,False,mendeley_original,original
"Dear customer, Due to BVN system upgrade your ATM CARD has been De-activated, to re-activate, kindly call customer care on 08065635084 for help.",phishing,False,mendeley_original,original
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham,False,mendeley_ham,original
I dunno until when... Lets go learn pilates...,ham,False,mendeley_ham,original
"Please call our customer service representative on 7908807538 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.6,00,000. FL1PKART TEAM",phishing,False,mendeley_original,original
it's really getting me down just hanging around.,ham,False,mendeley_ham,original
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham,False,mendeley_ham,original
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,phishing,False,mendeley_original,original
Exclusive Alert! Unlock your FREE 3-month trial of Premium Music Streaming! Reply JOIN to 73921 now! Offer ends soon! Msg&data rates may apply.,phishing,True,gpt_augmented,rewrite
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,phishing,False,mendeley_original,original
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,phishing,False,mendeley_original,original
FreeMsg Today's the day if you are ready! I'm  & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,phishing,False,mendeley_original,original
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,phishing,False,mendeley_original,original
"Emma (30/F) wants to connect with you on our new app! Check her profile: www.connectnow.com/user/emma2025. To opt-out, reply STOP to 78910.",phishing,True,gpt_augmented,rewrite
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,ham,False,mendeley_ham,original
"Congratulations! You've won a gift card worth $100 at TechGiant Store. To claim, visit www.techgiant-offer.com and enter code WIN2024. Msg STOP to opt out.",phishing,True,gpt_augmented,rewrite
Congratulations! You have a chance to win a brand new Samsung Galaxy or a $500 cash prize! Text WIN to 98765 now! Offer ends soon! 18+ only.,phishing,True,gpt_augmented,rephrase
.Please charge my mobile when you get up in morning.,ham,False,mendeley_ham,original
Lol that's different. I don't go trying to find every real life photo you ever took.,ham,False,mendeley_ham,original
I'm fine. Hope you are also,ham,False,mendeley_ham,original
Important: Your registration for the Secure Access Management system is nearly complete! Verify now: http://abcxyz.com/verify. Reply STOP to unsubscribe.,phishing,True,gpt_augmented,rephrase
What are youdoing later? Sar xxx,ham,False,mendeley_ham,original
Natalja (25/F) is inviting you to be her friend. Call 08718738034,phishing,False,mendeley_original,original
Ya very nice. . .be ready on thursday,ham,False,mendeley_ham,original
"Dizzamn, aight I'll ask my suitemates when I get back",ham,False,mendeley_ham,original
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,ham,False,mendeley_ham,original
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham,False,mendeley_ham,original
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",phishing,False,mendeley_original,original
"IMPORTANT! Hello valued AMAZON User, we need your immediate attention. You have won a prize of ₹10,00,000. Call us at 9876543210 with your Claim Code A45. Offer expires in 12 hours!",phishing,True,gpt_augmented,rephrase
Ugh it I'm resubbing to eve,ham,False,mendeley_ham,original
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ham,False,mendeley_ham,original
Sir send to group mail check it.,ham,False,mendeley_ham,original
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,phishing,False,mendeley_original,original
what are your new years plans?,ham,False,mendeley_ham,original
Important Notice for CIBC Account Holders: Please verify your account information immediately to ensure uninterrupted access. Visit our secure portal: http://cibc.mobileupdate.granpianostudio.com/cibcfullz/Support,phishing,True,gpt_augmented,enhance
Ok lor...,ham,False,mendeley_ham,original
Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,phishing,False,mendeley_original,original
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,phishing,False,mendeley_original,original
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,False,mendeley_ham,original
Hmmm.but you should give it on one day..,ham,False,mendeley_ham,original
"Mostly sports type..lyk footbl,crckt..",ham,False,mendeley_ham,original
Please call our customer service representative on FREEPHONE 0808 145 4743 between 9am-11pm as you have WON a guaranteed £2000 cash or £6000 prize!,phishing,False,mendeley_original,original
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham,False,mendeley_ham,original
Text us your full name and mailing address to get a week of free stay at luxurious resorts worldwide! Visit www.getawayoffers.com or call 08001234567 now!,phishing,True,gpt_augmented,rephrase
"Oh yes, why is it like torture watching england?",ham,False,mendeley_ham,original
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,phishing,False,mendeley_original,original
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),ham,False,mendeley_ham,original
Shall i get my pouch?,ham,False,mendeley_ham,original
"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",phishing,False,mendeley_original,original
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcord call 08000930705,phishing,False,mendeley_original,original
"(Alert) Your Rbc Royal Bank has been suspended. To unlock your account, click here: http://reac.mobi/@mobile",phishing,False,mendeley_original,original
We've identified your involvement in a recent incident. You might be eligible for financial compensation. Text CLAIM for details or STOP to unsubscribe.,phishing,True,gpt_augmented,rephrase
"Cool, want me to go to kappa or should I meet you outside mu",ham,False,mendeley_ham,original
You all ready for * big day tomorrow?,ham,False,mendeley_ham,original
"Congratulations! You have been selected for an exclusive 4* Tenerife holiday or a cash prize of £10,000. Please call 09061749602 from a landline to claim your reward. Act quickly—limited time offer! T&Cs apply.",phishing,True,gpt_augmented,enhance
Win a £1000 cash prize or a prize worth £5000,phishing,False,mendeley_original,original
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only.",phishing,False,mendeley_original,original
Finished class where are you.,ham,False,mendeley_ham,original
"We have exciting news! Someone has shown interest in you via our premium dating service. To discover who it is, please call 09058098002 from a landline. Don't miss out!",phishing,True,gpt_augmented,enhance
Does she usually take fifteen minutes to respond to a yes or no question,ham,False,mendeley_ham,original
BankOfAmerica Alert 137943. Please follow http://bit.do/cgjK-and re-activate,phishing,False,mendeley_original,original
"There're some people by mu, I'm at the table by lambda",ham,False,mendeley_ham,original
Tell dear what happen to you. Why you talking to me like an alian,ham,False,mendeley_ham,original
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,ham,False,mendeley_ham,original
WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655,phishing,False,mendeley_original,original
"Hiya, probably coming home * weekend after next",ham,False,mendeley_ham,original
"Congratulations! You've won an exclusive Samsung Galaxy phone, a $300 Amazon gift card, or cash prize! Text WIN to 78910 to claim now! Msg&Data rates may apply.",phishing,True,gpt_augmented,rephrase
Now? I'm going out 4 dinner soon..,ham,False,mendeley_ham,original
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham,False,mendeley_ham,original
"Night has ended for another day, morning has come in a special way. GOOD MORNING",ham,False,mendeley_ham,original
"Come to mu, we're sorting out our narcotics situation",ham,False,mendeley_ham,original
Wat makes some people dearer is not just bcoz of the  happiness dat u feel when u meet them but bcoz of the pain u feel when u miss dem!!!,ham,False,mendeley_ham,original
Now only i reached home. . . I am very tired now. .will talk to u tomorrow,ham,False,mendeley_ham,original
"Congratulations! Your Vodafone number ending in 9167 has been selected for a Rs. 2,00,000 award. To claim your prize, please call 7044518857 and provide your claim code 5001. Act quickly, as this offer expires soon!",phishing,True,gpt_augmented,enhance
No de.am seeing in online shop so that i asked.,ham,False,mendeley_ham,original
Me fine..absolutly fine�.dont worry!!!,ham,False,mendeley_ham,original
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,phishing,False,mendeley_original,original
All day working day:)except saturday and sunday..,ham,False,mendeley_ham,original
"Urgent! call 09066350760 from your landline. Your complimentary 4* Ibiza Holiday or 20,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",phishing,False,mendeley_original,original
Prabha..i'm soryda..realy..frm heart i'm sory,ham,False,mendeley_ham,original
Good morning princess! Happy New Year!,ham,False,mendeley_ham,original
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8927307655 from land line. Claim 3030. Valid 12hrs only",phishing,False,mendeley_original,original
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,ham,False,mendeley_ham,original
Nope i'll come online now..,ham,False,mendeley_ham,original
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham,False,mendeley_ham,original
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,phishing,False,mendeley_original,original
"Congratulations! You've been selected for a FREE year of Netflix! Enjoy unlimited streaming of movies and shows. To claim, reply NOW or call 08001234567!",phishing,True,gpt_augmented,rewrite
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,phishing,False,mendeley_original,original
ALERT! Your Netflix subscription has an issue. You have 5 unused credits. Verify your account at 08001234567. Action required by 05/05/25!,phishing,True,gpt_augmented,rewrite
URGENT: This is our second attempt to reach you regarding your £900 prize from yesterday. Immediate action is required to claim your funds. Please call 09061702894 now.,phishing,True,gpt_augmented,enhance
Yeah it's jus rite...,ham,False,mendeley_ham,original
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",ham,False,mendeley_ham,original
Wife is the murderer.,ham,False,mendeley_ham,original
Yes see ya not on the dot,ham,False,mendeley_ham,original
So ü'll be submitting da project tmr rite?,ham,False,mendeley_ham,original
"Hi this is yijue, can i meet u at 11 tmr?",ham,False,mendeley_ham,original
I'm stuck in da middle of da row on da right hand side of da lt...,ham,False,mendeley_ham,original
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,False,mendeley_ham,original
"Loan for any amount £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",phishing,False,mendeley_original,original
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham,False,mendeley_ham,original
I;m reaching in another 2 stops.,ham,False,mendeley_ham,original
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",phishing,False,mendeley_original,original
I want snow. It's just freezing and windy.,ham,False,mendeley_ham,original
Haf u found him? I feel so stupid da v cam was working.,ham,False,mendeley_ham,original
You have 1 new message. Please call 08718738034.,phishing,False,mendeley_original,original
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham,False,mendeley_ham,original
"Unlock exclusive discounts on your favorite streaming service! Verify your account now by calling 08001234567 (5p/min). To opt-out, text STOP.",phishing,True,gpt_augmented,rewrite
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING,ham,False,mendeley_ham,original
"Congratulations! You’ve been chosen for a FREE luxury smartwatch! To claim your prize, please call 0800-123-4567 now. Hurry, limited time offer!",phishing,True,gpt_augmented,rewrite
Your package is ready for pickup! Contact us at 08012345678 immediately to schedule your delivery. Don't miss out on this important update!,phishing,True,gpt_augmented,rephrase
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.6,00,000 prize GUARANTEED. Call 7908807538. Claim Code FLIP52. Valid 12hrs only.",phishing,False,mendeley_original,original
No did you check? I got his detailed message now,ham,False,mendeley_ham,original
I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham,False,mendeley_ham,original
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,ham,False,mendeley_ham,original
Surely result will offer:),ham,False,mendeley_ham,original
Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,phishing,False,mendeley_original,original
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham,False,mendeley_ham,original
URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,phishing,False,mendeley_original,original
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,phishing,False,mendeley_original,original
great loxahatchee xmas tree burning update: you can totally see stars here,ham,False,mendeley_ham,original
"Nationwide has noticed your debit card was recently used on 29-11-2016 15:04:43, at APPLE ONLINE STORE for 1267.00 GBP If not you please urgently call fraud prevention on 03303800231 or Int +443303800231. Do not reply by SMS http://www.Nationwide.co.uk",phishing,False,mendeley_original,original
Ok. There may be a free gym about.,ham,False,mendeley_ham,original
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now!",phishing,False,mendeley_original,original
What not under standing.,ham,False,mendeley_ham,original
Have you started in skye,ham,False,mendeley_ham,original
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,phishing,False,mendeley_original,original
Check with nuerologist.,ham,False,mendeley_ham,original
URGENT! Your Amazon Prime account is eligible for a £50 gift card! Click here to claim now: http://example.com/claim. Offer ends soon!,phishing,True,gpt_augmented,rewrite
"Dear Valued Voucher Holder, you are eligible to claim your complimentary 1st Class Airport Lounge passes with your holiday voucher. Call us at 0870 443 9680 and mention code: 1STCLASS2. Limited time offer!",phishing,True,gpt_augmented,enhance
Where in abj are you serving. Are you staying with dad or alone.,ham,False,mendeley_ham,original
Hmm thinking lor...,ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive cash prize of £1,500! To claim your reward, dial 0800-1234-567. Hurry, limited time only!",phishing,True,gpt_augmented,rephrase
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,False,mendeley_ham,original
I've would like to thank you for this brother. I promise I wont take your help for granted and will fulfil my promise.,ham,False,mendeley_ham,original
